Brand UID,Brand Name ,email,KAM Name 1,Assign Date 1,KAM Name 2 ,Assigin Date 2,KAM Name 3,Assigin Date 3,KAM Name 4,Assigin Date 4,KAM Name 5,Assigin Date 5,KAM Name 6,Assigin Date 6
39664,14th Avenue Cafe & Grill,zeenattulnissa@gmail.com,Nikhil Kumar,09-07-2025,Aman Mutneja,05-01-2026,,,,,,,,
39820,Rangoli Ice Cream,rangoli.drj.main@gmail.com,Harsh Gohel,13-09-2024,Apurv,16-12-2025,,,,,,,,
40203,Auntie Fungs,subhradeep@auntiefungs.com,Kamalakar Kasim,06-09-2024,,,,,,,,,,
40332,HDA Flavour,platformlogin.bbft@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Apurv,11-12-2025,,,,,,,,
40459,House of Wok,sajatjain@gmail.com,Lakshita Juvansinh Thakor,01-07-2024,,,,,,,,,,
40495,Roll Singh,vsn.acc@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,29-12-2025,,,,,,,,
40728,Moets,grain@moets.com,Shah Anokhi Rajeshkumar,03-10-2024,Megha Chourasia,18-10-2024,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,
40925,JASHN THE RESTURANT,jashnranchi@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Aakash Biswas,18-12-2025,,,,,,,,
40986,Dhabba Express,saachinbilling@gmail.com,Kota Amankumar,14-08-2024,,,,,,,,,,
41012,Brown Sugar Bistro,vishal@brownsugarindia.com,Lakshita Juvansinh Thakor,26-06-2024,,,,,,,,,,
41075,Iktara,operations@foodmatters.in,Harsh Gohel,21-04-2025,Maheshwary Yogita Jivraj,22-08-2025,,,,,,,,
41149,BAOZI MOMOS,baozimomosbwh@gmail.com,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,,,,,
41256,LYP,org.planet@gmail.com,Harsh Gohel,28-08-2024,Mahima Sali,24-04-2025,,,,,,,,
41372,Five Star Crossing Republik GZB,shubham.sat@cp-india.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,26-12-2025,,,,,,,,
41387,YBFC,tonnybagga@gmail.com,Krutika Christian,30-09-2024,Parmar Rajeshbhai Kalubhai,18-12-2025,Kaushik Khandla,08-01-2026,,,,,,
41517,Chennai Maratha,chennaimaratha34@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
41542,MIDNIGHT EXPRESS,sagar@bhatiagroup.co.in,Nikhil Kumar,18-12-2025,,,,,,,,,,
41585,GREENCHILLYZ MASTER CANTEEN,accounts@greenchillyz.com,Pradipta Sen,18-12-2024,,,,,,,,,,
41660,Aswins sweets and snacks,aswinssweets@gmail.com,Sudhin Raveendran,10-12-2024,,,,,,,,,,
41775,Pizza Buzzer,amitrajput.111@gmail.com,Shah Anokhi Rajeshkumar,16-11-2024,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,
41859,Kake Di Hatti,kakedihatti1942@gmail.com,Aman Mutneja,03-09-2024,Kushawha Pooja,06-10-2025,Bhanvi Gupta,11-12-2025,,,,,,
41945,Shawarmaji,perpetualrap@gmail.com,Anokhi Shah,12-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
42116,Nino X Francesco,pranav@eatnino.com,Mahima Sali,29-04-2025,Snehal Dwivedi,30-08-2025,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,
42173,Kadak Singh Da Dhaba,kadaksinghdd@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
42177,Winni,abhishek.dhar@winnicakes.com,Purohit Jitwin,04-01-2025,,,,,,,,,,
42516,Chawlas2,manandeepchawla@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
42746,Boxit,mannat1994@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,26-12-2025,,,,,,,,
42978,Appu's Pizzeria,theliopizza2021@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
42996,1441 Pizzeria,info@1441pizzeria.com,Yogita Maheshwary,28-11-2025,Kaushik Khandla,16-12-2025,,,,,,,,
43045,The coffee Bean and Tea Leaf,inventory.managment@panindiafoods.co.in,Mahima Sali,21-07-2025,Snehal Dwivedi,30-08-2025,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,
43052,Atti Square,zaathfoods@gmail.com,Jinalben Chavda,12-02-2025,,,,,,,,,,
43125,Nithya Amirtham Sweets,nithyaamirthampetpooja@gmail.com,Jinalben Chavda,22-01-2025,Abijith K S,10-01-2026,,,,,,,,
43251,VR Chennai,vrc_foodbox@vrpropservices.com,Sudhin Raveendran,07-05-2025,,,,,,,,,,
43424,POT POT DELIVERY,info@theyumyumtree.in,Bhanvi Gupta,10-03-2025,,,,,,,,,,
43448,Dessertino,akshay_raghute@yahoo.com,Krutika Christian,05-04-2025,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Kaushik Khandla,02-02-2026,,,,
43556,The Pizza Empire,vimmy007.vk@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Nikhil Kumar,08-01-2026,,,,,,,,
43631,Makeba The Lounge Cafe,management.youniverse@gmail.com,Mahima Sali,14-10-2025,,,,,,,,,,
43649,Burger house,burgerhouseindia@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,26-12-2025,,,,,,,,
43722,Sukh Chai,oberoi.sukhbir@gmail.com,Shah Anokhi Rajeshkumar,19-11-2024,Bhanvi Gupta,15-12-2025,,,,,,,,
43781,Albaik Feasto Express,abdulwahidmt@gmail.com,Anchal Nair,24-12-2025,,,,,,,,,,
44067,Sheikh Chang Singh,chachra1313@gmail.com,Bhanvi Gupta,12-02-2025,,,,,,,,,,
44106,SashMick'S Bakery,sashmicks@gmail.com,Jhaveri Shalvi Nehalbhai,11-12-2024,,,,,,,,,,
44153,E Dabba,sales@edabba.online,Pradipta Sen,18-12-2024,Apurv,16-12-2025,,,,,,,,
44308,TASTE BUDS Veg & Non-Veg (M/s Urban Eats),skkhera68@gmail.com,Aman Mutneja,09-06-2025,,,,,,,,,,
44379,Havmor,vipul.shah@hocco.in,Krutika Christian,02-01-2025,Parmar Rajeshbhai Kalubhai,18-12-2025,Kaushik Khandla,07-01-2026,,,,,,
44552,King Dom's Pizza & Burger,kingdomspizzaandburger@gmail.com,Shah Anokhi Rajeshkumar,16-11-2024,Shalvi Jhaveri,26-11-2025,,,,,,,,
44675,51 rainbow Ice Cream (Main),Salman.patwa@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
44729,Health Point,drkjpatel26@gmail.com,Krutika Christian,28-03-2025,Saloni Vaghela,19-01-2026,,,,,,,,
44758,Shree Datta Snacks Expressway,sujal.kale@shreedatta.co,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
44853,Shree Akshyam,managingpartners@sreeakshayam.in,Kota Amankumar,14-08-2024,,,,,,,,,,
45133,Aasife Biriyani,admin@aasifebiriyani.com,Sudhin Raveendran,12-11-2024,,,,,,,,,,
45257,Bikkgane Biryani,anil@bikkgane.in,Aman Mutneja,09-09-2024,,,,,,,,,,
45277,16 Ana Bangali,sholoanabangali@yahoo.co.in,Pradipta Sen,18-12-2024,Aakash Biswas,29-12-2025,,,,,,,,
45606,Savourites Hospitality,fc@savourites.in,Pradipta Sen,18-12-2024,Aakash Biswas,29-12-2025,,,,,,,,
45619,Bikaner Express,bikanerexpressdwarka@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,26-12-2025,,,,,,,,
45875,The Canteen Project,canteenproject.in@gmail.com,Shah Anokhi Rajeshkumar,17-06-2025,Shalvi Jhaveri,19-12-2025,,,,,,,,
45877,Namo Tandoori Chai Pakode Wala,writersmart09@gmail.com,Nikhil Kumar,20-06-2025,Lakshita Thakor,06-01-2026,,,,,,,,
45960,Mad Over Grills,madovergrillscorporate@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
46194,Beyond Temptation,mrsandwichsales@gmail.com,Krutika Christian,29-10-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,12-01-2026,,,,
46256,Punjabi Grill Bar & Restaurant,yudhisthir007@gmail.com,Yogita Maheshwary,10-10-2025,,,,,,,,,,
46287,LBC,sudarshan@realtaventures.com,Kripal Patel,20-06-2025,Apurv,16-12-2025,,,,,,,,
46472,Fire Wings,indiafirewings@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
46628,Sherlocks Pubs Pvt. Ltd.,admin@sherlocks.in,Jinalben Chavda,27-01-2025,,,,,,,,,,
46662,Shawarmax,shawarmaxofficial01@gmail.com,Nair Anchal,09-06-2025,Sudhin Ravindran,20-01-2026,,,,,,,,
46786,Pokket Cafe,info@pokketcafe.com,Kripal Patel,24-04-2025,Shitanshu Shah,03-09-2025,,,,,,,,
46810,Shawarmashi,info.eatdmills@gmail.com,Apurv,11-12-2025,Anchal Nair,11-12-2025,,,,,,,,
46843,Fat Belly,dekadhiraj1988@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
46975,The Fusion Pizza,thefusionpizza1812@gmail.com,Harsh Gohel,29-08-2024,,,,,,,,,,
47298,sankalp + saffron + Sams Pizza,jollychristian@sankalponline.com,Krutika Christian,25-09-2024,Parmar Rajeshbhai Kalubhai,19-12-2025,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,12-01-2026,,,,
47538,Cakeman,cakemanpune@gmail.com,Harsh Gohel,05-10-2024,Mahima Sali,25-04-2025,Harsh Gohel,30-08-2025,,,,,,
47646,The Beer Cafe,shashi.singh@beer.cafe,Purohit Jitwin,04-01-2025,,,,,,,,,,
47968,Momomia,momomia.ghy@gmail.com,Pradipta Sen,18-12-2024,Aakash Biswas,02-12-2025,,,,,,,,
48095,Khan Chacha,sidhantkalra@khanchacha.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,27-12-2025,,,,,,,,
48603,Moti Mahal Delux,gujralashim1@gmail.com,Aman Mutneja,03-09-2024,,,,,,,,,,
49058,Hello food,gursangatnew@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
49186,Patel Omlet Centre (Rajkot),pateljitesh7362@gmail.com,Krutika Christian,24-07-2024,Saloni Vaghela,21-01-2026,,,,,,,,
49193,Laidback Cafe,asit@omshalom.in,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
49312,Creme Castle,contact@cremecastle.in,Bhanvi Gupta,25-06-2024,,,,,,,,,,
49441,Caterspoint,info@caterspoint.com,Aman Mutneja,03-09-2024,,,,,,,,,,
49650,The Belgian Waffle Xpress,tbwxpress@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
49662,The Crispy Hawkers,thecrispyhawkers@yahoo.com,Rishit Talati,06-01-2026,,,,,,,,,,
49935,Terra Food Company,Online@terrafood.co.in,Christian Krutika Veshalskumar,09-07-2024,Parmar Rajeshbhai Kalubhai,19-12-2025,Krutika Christian,08-01-2026,Saloni Vaghela,17-01-2026,,,,
49951,Mr. Idli (Unit of Naira Hospitality LLP),pinak@nairahospitality.com,Yogita Maheshwary,10-09-2025,,,,,,,,,,
50030,Ciros Pizzeria,paulraymond100@gmail.com,Rahul Taak,02-07-2024,Nair Anchal,29-05-2025,,,,,,,,
50263,Kakapo,rb@ambrosiahospitality.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,26-12-2025,,,,,,,,
50336,Bread Bash [Muktangan],soulqifoods@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
50370,Al-Baik.Com,albaik.com48@gmail.com,Nikhil Kumar,02-01-2026,,,,,,,,,,
50374,Moti Mahal Delux,bir@motimahalgroup.in,Jitwin Purohit,17-06-2025,,,,,,,,,,
50539,Tibbs Frankie Express,tibbsfrankies@gmail.com,Bhanvi Gupta,10-03-2025,Jitwin Purohit,07-06-2025,,,,,,,,
50570,Friendly Neighbourhood Pizza-Man,pizzamanblr@gmail.com,Rahul Taak,17-07-2025,,,,,,,,,,
50650,PIRATES OF GRILL,kumud.ranjan@piratesofgrill.com,Bhanvi Gupta,10-03-2025,,,,,,,,,,
50840,Chai Nagri,chainagri.official@gmail.com,Rishit Talati,02-01-2026,,,,,,,,,,
50917,U.S Pizza,accounts@uspizza.in,Snehal Dwivedi,16-08-2024,Shitanshu Shah,03-11-2025,,,,,,,,
51281,Picnic Bakery,cmd.picnicbakery@gmail.com,Harsh Gohel,29-08-2024,Mahima Sali,30-08-2025,,,,,,,,
51781,Harishankar Veg Restro,rajatsaini160@gmail.com,Shah Anokhi Rajeshkumar,19-11-2024,Shalvi Jhaveri,26-11-2025,,,,,,,,
51898,The Waffle bite,mangilalpaliwal2017@gmail.com,Jhaveri Shalvi Nehalbhai,28-01-2025,,,,,,,,,,
51937,HALAL PIZZA FUN,pizzafunindia@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,26-12-2025,,,,,,,,
52134,Looco's Pizza,anandkangalath@gmail.com,Sudhin Raveendran,19-10-2024,,,,,,,,,,
52306,Armaani Biryani,gogrillchennai@gmail.com,Apurv,16-12-2025,,,,,,,,,,
52319,Taste of Egg,tasteofegg@gmail.com,Kripal Patel,19-06-2025,,,,,,,,,,
52395,Shakes N Flakes,rba.hotels@gmail.com,Snehal Dwivedi,25-07-2024,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,
52628,pizza 99,mishraanand77@yahoo.com,Shah Anokhi Rajeshkumar,18-11-2024,Nikhil Kumar,08-12-2025,Anokhi Shah,11-12-2025,Nikhil Kumar,31-12-2025,,,,
52983,Waffle Hut,waffle.hut17@gmail.com,Aman Mutneja,11-09-2024,Kushawha Pooja,06-10-2025,Jitwin Purohit,11-12-2025,,,,,,
53100,Coffee House Classic,chefsayanchakraborty@gmail.com,Pradipta Sen,28-07-2025,,,,,,,,,,
53427,Vishnu Chinese Fast Food,vishnusharmamob@gmail.com,Harsh Gohel,28-08-2024,Mahima Sali,30-08-2025,,,,,,,,
53503,Call Me Chow,sushifoodsandservices@gmail.com,Farhan A. Shaikh,05-07-2024,Jinalben Chavda,14-05-2025,,,,,,,,
53637,Hyderabadi Chai Adda Cafe Lounge & Grill,sardharpatel@unityfoods.co.in,Jinalben Chavda,25-09-2025,Rahul Taak,13-12-2025,,,,,,,,
53753,Hotel Friends Food Court,vcs.ffc@gmail.com,Apurv,16-12-2025,,,,,,,,,,
53948,Madurai Vegetarian,maduraiveg@gmail.com,Nair Anchal,09-06-2025,Dilna P,02-01-2026,,,,,,,,
53986,Hello Waterballs,hellowaterballs@gmail.com,Pradipta Sen,18-12-2024,Apurv,16-12-2025,,,,,,,,
54409,Masaledaar Desi Rasoi,greenkitchens2016@gmail.com,Jinalben Chavda,30-01-2025,,,,,,,,,,
54845,FUEL,fueljuiceandpastabar.official@gmail.com,Kinab Binditbhai Shah,07-10-2024,,,,,,,,,,
55188,"Azad Group Hotels, Chai Chai",azadcorporateoffice@gmail.com,Arpit Acharya,09-12-2025,,,,,,,,,,
55313,Turkistick,imankitmishra281987@gmail.com,Bhanvi Gupta,19-12-2025,,,,,,,,,,
55573,Irani Restaurant,mahinirani@gmail.com,Sudhin Raveendran,17-10-2024,,,,,,,,,,
55681,Snacking,didwaniaprateek@gmail.com,Pradipta Sen,12-07-2025,Aakash Biswas,31-10-2025,,,,,,,,
55718,Hotel Gurukripa,gurukripamulticuisine1977@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
55792,FIRANGI BURGERS,ashnahr.mauli@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
55864,Dirty dough,dirtydoughpizza@gmail.com,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,,,,,
55866,Apsara,keyur@apsaraicecreams.com,Harsh Gohel,17-04-2025,,,,,,,,,,
55873,Kailash Parbat,manoj@kailashparbat.net,Harsh Gohel,19-04-2025,Maheshwary Yogita Jivraj,22-08-2025,Kaushik Khandla,02-01-2026,,,,,,
55895,The Dough Therapy,thedoughtherapy@gmail.com,Gohel Harsh Jayantibhai,16-08-2024,Mahima Sali,25-04-2025,Harsh Gohel,30-08-2025,,,,,,
56234,Chickpet Donne Biryani House,kumarpiyush@chickpetdonnebiryanihouse.com,Antolina Anil Francis,20-09-2025,,,,,,,,,,
56557,Pista House (Lingampally),vpetpuja@gmail.com,Rahul Taak,02-07-2024,,,,,,,,,,
56743,OUDH 1590 - DP,soumen.sagittarius.acc@gmail.com,Pradipta Sen,18-12-2024,Aakash Biswas,31-10-2025,,,,,,,,
57258,Chaatwich,naturalismfoodlabs@gmail.com,Kripal Patel,24-04-2025,Yogita Maheshwary,04-11-2025,,,,,,,,
57293,Udupi Cafe,raviish5@yahoo.com,Farhan A. Shaikh,24-06-2024,Jinalben Chavda,22-01-2025,,,,,,,,
57625,Semli foods and beverages private limited,semlifoodandbeverage@gmail.com,Mahima Sali,30-04-2025,,,,,,,,,,
57760,Bong pizza,yammyfoods2019@gmail.com,Soumya Pal,25-06-2024,Pradipta Sen,18-12-2024,Aakash Biswas,27-11-2025,,,,,,
57828,JV'S Fried Chicken,jvsfc.dm@gmail.com,Nikhil Kumar,09-07-2025,,,,,,,,,,
57859,FOGON,fogon.noida@gmail.com,Nikhil Kumar,13-08-2025,,,,,,,,,,
57990,Waffee house,waffeehouse@gmail.com,Jinalben Chavda,22-01-2025,Anchal Nair,09-12-2025,,,,,,,,
58236,Oho Shawarma,info@ohoshawarma.com,Anokhi Shah,12-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
58312,Nandan Coffee,coffee@yaramancoffee.com,Shah Anokhi Rajeshkumar,03-02-2025,Shah Shitanshu,25-02-2025,,,,,,,,
58591,Anjappar,foodbeverages@anjappar.com,Rahul Taak,08-07-2024,Nair Anchal,29-05-2025,,,,,,,,
58647,Hungry Bitess,khaitanandsons1@gmail.com,Jitwin Purohit,12-01-2026,,,,,,,,,,
58649,Curry Culture,rotiandnoodles@gmail.com,Harsh Gohel,02-01-2025,,,,,,,,,,
59050,Club sulaimani food and beverages llp,info@clubsulaimani.com,Dilna P,22-07-2024,,,,,,,,,,
59193,Markymomos,info@markymomos.in,Aman Mutneja,31-08-2024,,,,,,,,,,
59252,Food Bay,foodbayindia@gmail.com,Pradipta Sen,19-11-2025,,,,,,,,,,
59401,ID Harrington,finance@spidiners.in,Jinalben Chavda,27-01-2025,,,,,,,,,,
59423,Turkie Cafe,zamwham@gmail.com,Antolina Anil Francis,10-11-2025,Anchal Nair,13-01-2026,,,,,,,,
59534,ROSE MILK FACTORY,rosemilkfactory@gmail.com,Jinalben Chavda,10-02-2025,,,,,,,,,,
59615,Artiste Handcrafted Ice cream,e.commerce@artistes.in,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,27-12-2025,,,,,,,,
59793,Malgudi Foods,onlinesalesmalgudi@gmail.com,Krutika Christian,19-09-2024,Saloni Vaghela,21-01-2026,,,,,,,,
60011,Madras Talkies (Sion),madrastalkies022@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
60216,Hatari,samarendra.hatari@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
60410,Sorbetto,avinash@sorbetto.in,Kinab Binditbhai Shah,30-09-2024,,,,,,,,,,
60740,The Kitchen On Top,thekitchenontop@gmail.com,Harsh Gohel,13-11-2024,,,,,,,,,,
60767,Machhli Baba,machlibabafries@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
60796,Baked By Ninis,ankit@ninis.co.in,Harsh Gohel,19-04-2025,,,,,,,,,,
60865,Mishti Affair,mishtiaffair@mishtiaffair.com,Mahima Sali,09-05-2025,Snehal Dwivedi,30-08-2025,Anokhi Shah,12-11-2025,Kaushik Khandla,13-12-2025,,,,
61216,Kareems,kareemshospitality@gmail.com,Kripal Patel,24-04-2025,Shitanshu Shah,09-09-2025,,,,,,,,
61416,Chai Hai Na,deenpalrai@gmail.com,Harsh Gohel,17-09-2024,Mahima Sali,24-04-2025,,,,,,,,
62439,Eatry Zone,Darshanvirani5@gmail.com,Kripal Patel,22-04-2025,,,,,,,,,,
62660,Aromas Hyderabad House,surapaneniki@gmail.com,Kripal Patel,24-04-2025,Shitanshu Shah,03-09-2025,,,,,,,,
63156,Mitra Cafe,response_mitracafe@yahoo.com,Pradipta Sen,16-12-2024,,,,,,,,,,
63164,cheesecake & co.,himanshugakhreja@gmail.com,Lakshita Juvansinh Thakor,26-06-2024,,,,,,,,,,
63526,DOSAKA - Taste of South,dosakajaipur@gmail.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
63539,Banana Leaf,bananaleafpetpooja@gmail.com,Kota Amankumar,14-08-2024,Sudhin Raveendran,26-11-2024,,,,,,,,
63646,Brew Cafe,anaskc8@gmail.com,Jinalben Chavda,27-01-2025,,,,,,,,,,
63663,Arabian Palace,arabianpalaceedappalli@gmail.com,Sudhin Raveendran,18-10-2024,Arpit Acharya,22-12-2025,,,,,,,,
63786,Apna Chai Wala,rupeshdethaliya2607@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
63789,Sandwizzaa,sachinlele@sfmpl.in,Krutika Christian,02-01-2025,Saloni Vaghela,19-01-2026,,,,,,,,
63803,Pizza Baker's,dhir.amit8@gmail.com,Lakshita Juvansinh Thakor,30-05-2025,,,,,,,,,,
63830,Kunafa House,contactkunafahouse@gmail.com,Acharya Arpit,25-04-2025,,,,,,,,,,
63844,YAZU patisserie,ranbir@yazu.in,Mahima Sali,16-05-2025,,,,,,,,,,
63882,Potoba,sp3578@columbia.edu,Harsh Gohel,03-01-2025,,,,,,,,,,
63979,Chai Galli,harshkapoorhns@gmail.com,Jinalben Chavda,12-02-2025,,,,,,,,,,
64262,Heavenly Bakers,heavenly.bnc@gmail.com,Acharya Arpit,22-04-2025,,,,,,,,,,
64278,Ghoomar Thali,partners@ghoomarthali.in,Lakshita Juvansinh Thakor,26-06-2024,,,,,,,,,,
64361,Chai Chaska Baar,divinerisingfoods@gmail.com,Aman Mutneja,20-11-2024,,,,,,,,,,
64402,Spring Onion,dhanish@springonion.in,Kripal Patel,24-04-2025,Shitanshu Shah,09-09-2025,,,,,,,,
64460,Captain Sams Pizza,AMITGOYAL2@HOTMAIL.COM,Aman Mutneja,31-08-2024,,,,,,,,,,
64592,Karims,shoaib1258@gmail.com,Soumya Pal,29-09-2024,Pradipta Sen,18-12-2024,Aakash Biswas,01-12-2025,,,,,,
64603,Doiwala (Gariahat),amanjyot.singh@zeniak.com,Pradipta Sen,31-10-2025,,,,,,,,,,
64663,Falafels,sushant.bharate@grittyfoodworks.in,Yogita Maheshwary,07-11-2025,,,,,,,,,,
64679,Made of Milk,contact@moderncreamdairy.com,Christian Krutika Veshalskumar,09-07-2024,Saloni Vaghela,19-01-2026,,,,,,,,
64704,Wrapafella,anand@roadsterhospitality.com,Christian Krutika Veshalskumar,09-07-2024,Acharya Arpit,20-05-2025,,,,,,,,
64875,Dewsis,deepanker4546@gmail.com,Shah Anokhi Rajeshkumar,19-11-2024,Nikhil Kumar,20-11-2025,,,,,,,,
65005,DOCK FROSTD,gowtham_kanumuri@yahoo.com,Rahul Taak,06-07-2024,Apurv,11-12-2025,,,,,,,,
65335,Coffee by Dibella,rohini@coffeebydibella.com,Anokhi Shah,12-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
65338,Cakey,shival007@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,13-01-2026,,,,,,,,
65549,Kabhi B,digital@kabhi-b.com,Harsh Gohel,14-11-2024,,,,,,,,,,
65649,Barefoot,Barefootcafe.goa@gmail.com,Thakkar Bhoomika,04-09-2024,Kripal Patel,22-04-2025,,,,,,,,
65849,Kudoz cafe,kudozcorporation@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
65897,Fish Foodie Club,rajesh210@yahoo.com,Acharya Arpit,25-04-2025,,,,,,,,,,
66157,GHEE GUD [Waghodiya Road],halsfoodsbank@gmail.com,Apurv,16-12-2025,,,,,,,,,,
66300,Spezia bistro,contact.speziabistro@gmail.com,Lakshita Juvansinh Thakor,29-08-2024,,,,,,,,,,
66374,KARIMS Mughlai Restaurant,karimskalindikunj@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,26-12-2025,,,,,,,,
66591,Nothing Before Coffee,nothingbcoffee@gmail.com,Lakshita Juvansinh Thakor,26-06-2024,,,,,,,,,,
66673,SHAKTI CORPORATION,shakticorporation8507@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
66747,Jaffa,jaffabhopal@gmail.com,Mahima Sali,09-10-2025,,,,,,,,,,
66834,The Momo Panda,admin@themomopanda.com,Kripal Patel,24-04-2025,Shitanshu Shah,19-09-2025,,,,,,,,
66855,Foodie Folks (Jamir Lane),niloydatta@yahoo.in,Pradipta Sen,18-12-2024,,,,,,,,,,
66962,Culinaire,panasiagk@gmail.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
67302,Martinoz Pizza,support@martinozpizza.com,Harsh Gohel,13-09-2024,,,,,,,,,,
67496,GO FRESH THE PIZZA HOUSE,gofreshr64@gmail.com,Rahul Taak,11-08-2025,,,,,,,,,,
67596,Amadora Gourmet Ice Cream,accounts@amadora.in,Jinalben Chavda,18-04-2025,Aman Kota,07-07-2025,,,,,,,,
67601,TRISHIV CHINESE CORNER,rajudalpatbhaitailor@gmail.com,Krutika Christian,03-08-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,17-01-2026,,,,
67672,Just Loaf Perinthalmanna,vishnu@justloaf.in,Anchal Nair,14-07-2025,Sudhin Ravindran,19-01-2026,,,,,,,,
68004,Gud Mishri,gudmishri2021@gmail.com,Nikhil Kumar,08-08-2025,Lakshita Thakor,06-01-2026,,,,,,,,
68032,South Tiffin House,officialsouthtiffinhouse@gmail.com,Anokhi Shah,12-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
68053,JBT- Jaipur Burger Truck,jbtjaipurburgertruck16@gmail.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
68106,FOODCOASTA,foodcostaheadoffice@gmail.com,Farhan A. Shaikh,09-01-2025,Jinalben Chavda,20-03-2025,Mahima Sali,19-06-2025,Jinalben Chavda,20-06-2025,,,,
68134,The Falooda Shop,thefaloodashop@gmail.com,Kinab Binditbhai Shah,04-04-2025,,,,,,,,,,
68198,Cafe Tesu,kaviashospitality@gmail.com,Bhanvi Gupta,10-03-2025,,,,,,,,,,
68235,Baba Punjabi,anandakalwadi@gmail.com,Rahul Taak,03-10-2025,,,,,,,,,,
68262,Caf?Dlish,sanka.kasi@gmail.com,Harsh Gohel,17-08-2024,,,,,,,,,,
68635,The Fusion Kitchen,jodevhospitality@gmail.com,Krutika Christian,21-04-2025,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,12-01-2026,,,,
68674,Bercos,kabir@bercos.net,Purohit Jitwin,04-01-2025,,,,,,,,,,
68718,Dunkle Braun,admin@dunkelbraun.com,Pradipta Sen,09-06-2025,Aakash Biswas,02-12-2025,,,,,,,,
68827,Wholesale Meat Mart,founders@thewholesalemart.in,Megha Chourasia,12-08-2024,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,,,
